Entity,Code,Year,Wind per capita (kWh)
Poland,POL,2000,0.36
Poland,POL,2001,1.003
Poland,POL,2002,4.346
Poland,POL,2003,8.788
Poland,POL,2004,10.01
Poland,POL,2005,9.464
Poland,POL,2006,17.841
Poland,POL,2007,36.153
Poland,POL,2008,57.603
Poland,POL,2009,73.672
Poland,POL,2010,113.192
Poland,POL,2011,216.931
Poland,POL,2012,319.856
Poland,POL,2013,402.843
Poland,POL,2014,512.978
Poland,POL,2015,722.201
Poland,POL,2016,833.3
Poland,POL,2017,982.071
Poland,POL,2018,838.838
Poland,POL,2019,982.762
Portugal,PRT,1965,0
Portugal,PRT,1966,0
Portugal,PRT,1967,0
Portugal,PRT,1968,0
Portugal,PRT,1969,0
Portugal,PRT,1970,0
Portugal,PRT,1971,0
Portugal,PRT,1972,0
Portugal,PRT,1973,0
Portugal,PRT,1974,0
Portugal,PRT,1975,0
Portugal,PRT,1976,0
Portugal,PRT,1977,0
Portugal,PRT,1978,0
Portugal,PRT,1979,0
Portugal,PRT,1980,0
Portugal,PRT,1981,0
Portugal,PRT,1982,0
Portugal,PRT,1983,0
Portugal,PRT,1984,0
Portugal,PRT,1985,0
Portugal,PRT,1986,0
Portugal,PRT,1987,0
Portugal,PRT,1988,0
Portugal,PRT,1989,0.281
Portugal,PRT,1990,0.269
Portugal,PRT,1991,0.269
Portugal,PRT,1992,1.071
Portugal,PRT,1993,2.933
Portugal,PRT,1994,4.701
Portugal,PRT,1995,4.404
Portugal,PRT,1996,5.756
Portugal,PRT,1997,10.374
Portugal,PRT,1998,24.204
Portugal,PRT,1999,33.317
Portugal,PRT,2000,45.321
Portugal,PRT,2001,68.32
Portugal,PRT,2002,95.569
Portugal,PRT,2003,129.557
Portugal,PRT,2004,210.956
Portugal,PRT,2005,453.859
Portugal,PRT,2006,741.573
Portugal,PRT,2007,1014.215
Portugal,PRT,2008,1434.362
Portugal,PRT,2009,1874.571
Portugal,PRT,2010,2259.42
Portugal,PRT,2011,2246.476
Portugal,PRT,2012,2510.668
Portugal,PRT,2013,2937.105
Portugal,PRT,2014,2958.573
Portugal,PRT,2015,2832.232
Portugal,PRT,2016,3037.919
Portugal,PRT,2017,2975.996
Portugal,PRT,2018,3057.534
Portugal,PRT,2019,3326.647
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0
Qatar,QAT,2012,0
Qatar,QAT,2013,0
Qatar,QAT,2014,0
Qatar,QAT,2015,0
Qatar,QAT,2016,0
Qatar,QAT,2017,0
Qatar,QAT,2018,0
Qatar,QAT,2019,0
Romania,ROU,1965,0
Romania,ROU,1966,0
Romania,ROU,1967,0
Romania,ROU,1968,0
Romania,ROU,1969,0
Romania,ROU,1970,0
Romania,ROU,1971,0
Romania,ROU,1972,0
Romania,ROU,1973,0
Romania,ROU,1974,0
Romania,ROU,1975,0
Romania,ROU,1976,0
Romania,ROU,1977,0
Romania,ROU,1978,0
Romania,ROU,1979,0
Romania,ROU,1980,0
Romania,ROU,1981,0
Romania,ROU,1982,0
Romania,ROU,1983,0
Romania,ROU,1984,0
Romania,ROU,1985,0
Romania,ROU,1986,0
Romania,ROU,1987,0
Romania,ROU,1988,0
Romania,ROU,1989,0
Romania,ROU,1990,0.119
Romania,ROU,1991,0
Romania,ROU,1992,0
Romania,ROU,1993,0
Romania,ROU,1994,0
Romania,ROU,1995,0
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0.126
Romania,ROU,2007,0.379
Romania,ROU,2008,0.634
Romania,ROU,2009,1.144
Romania,ROU,2010,38.973
Romania,ROU,2011,176.74
Romania,ROU,2012,336.185
Romania,ROU,2013,574.793
Romania,ROU,2014,599.977
Romania,ROU,2015,896.749
Romania,ROU,2016,837.164
Romania,ROU,2017,942.175
Romania,ROU,2018,805.526
Romania,ROU,2019,862.361
Russia,RUS,1985,0
Russia,RUS,1986,0
Russia,RUS,1987,0
Russia,RUS,1988,0
Russia,RUS,1989,0
Russia,RUS,1990,0
Russia,RUS,1991,0
Russia,RUS,1992,0
Russia,RUS,1993,0
Russia,RUS,1994,0
Russia,RUS,1995,0
Russia,RUS,1996,0
Russia,RUS,1997,0
Russia,RUS,1998,0
Russia,RUS,1999,0
Russia,RUS,2000,0.036
Russia,RUS,2001,0.059
Russia,RUS,2002,0.117
Russia,RUS,2003,0.162
Russia,RUS,2004,0.132
Russia,RUS,2005,0.127
Russia,RUS,2006,0.097
Russia,RUS,2007,0.122
Russia,RUS,2008,0.096
Russia,RUS,2009,0.07
Russia,RUS,2010,0.076
Russia,RUS,2011,0.097
Russia,RUS,2012,0.094
Russia,RUS,2013,0.079
Russia,RUS,2014,1.691
Russia,RUS,2015,2.583
Russia,RUS,2016,2.564
Russia,RUS,2017,2.388
Russia,RUS,2018,4.045
Russia,RUS,2019,5.344
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0
Saudi Arabia,SAU,2011,0
Saudi Arabia,SAU,2012,0
Saudi Arabia,SAU,2013,0
Saudi Arabia,SAU,2014,0
Saudi Arabia,SAU,2015,0
Saudi Arabia,SAU,2016,0
Saudi Arabia,SAU,2017,0
Saudi Arabia,SAU,2018,0
Saudi Arabia,SAU,2019,0
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0
Singapore,SGP,1987,0
Singapore,SGP,1988,0
Singapore,SGP,1989,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,0
Singapore,SGP,2003,0
Singapore,SGP,2004,0
Singapore,SGP,2005,0
Singapore,SGP,2006,0
Singapore,SGP,2007,0
Singapore,SGP,2008,0
Singapore,SGP,2009,0
Singapore,SGP,2010,0
Singapore,SGP,2011,0
Singapore,SGP,2012,0
Singapore,SGP,2013,0
Singapore,SGP,2014,0
Singapore,SGP,2015,0
Singapore,SGP,2016,0
Singapore,SGP,2017,0
Singapore,SGP,2018,0
Singapore,SGP,2019,0
Slovakia,SVK,1965,0
Slovakia,SVK,1966,0
Slovakia,SVK,1967,0
Slovakia,SVK,1968,0
Slovakia,SVK,1969,0
Slovakia,SVK,1970,0
Slovakia,SVK,1971,0
Slovakia,SVK,1972,0
Slovakia,SVK,1973,0
Slovakia,SVK,1974,0
Slovakia,SVK,1975,0
Slovakia,SVK,1976,0
Slovakia,SVK,1977,0
Slovakia,SVK,1978,0
Slovakia,SVK,1979,0
Slovakia,SVK,1980,0
Slovakia,SVK,1981,0
Slovakia,SVK,1982,0
Slovakia,SVK,1983,0
Slovakia,SVK,1984,0
Slovakia,SVK,1985,0
Slovakia,SVK,1986,0
Slovakia,SVK,1987,0
Slovakia,SVK,1988,0
Slovakia,SVK,1989,0
Slovakia,SVK,1990,0
Slovakia,SVK,1991,0
Slovakia,SVK,1992,0
Slovakia,SVK,1993,0
Slovakia,SVK,1994,0
Slovakia,SVK,1995,0
Slovakia,SVK,1996,0
Slovakia,SVK,1997,0
Slovakia,SVK,1998,0
Slovakia,SVK,1999,0
Slovakia,SVK,2000,0
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,1.009
Slovakia,SVK,2004,3.008
Slovakia,SVK,2005,3.488
Slovakia,SVK,2006,2.971
Slovakia,SVK,2007,3.936
Slovakia,SVK,2008,3.423
Slovakia,SVK,2009,2.914
Slovakia,SVK,2010,2.895
Slovakia,SVK,2011,2.396
Slovakia,SVK,2012,2.854
Slovakia,SVK,2013,2.833
Slovakia,SVK,2014,2.813
Slovakia,SVK,2015,2.792
Slovakia,SVK,2016,2.78
Slovakia,SVK,2017,2.753
Slovakia,SVK,2018,2.735
Slovakia,SVK,2019,1.361
Slovenia,SVN,1990,0
Slovenia,SVN,1991,0
Slovenia,SVN,1992,0
Slovenia,SVN,1993,0
Slovenia,SVN,1994,0
Slovenia,SVN,1995,0
Slovenia,SVN,1996,0
Slovenia,SVN,1997,0
Slovenia,SVN,1998,0
Slovenia,SVN,1999,0
Slovenia,SVN,2000,0
Slovenia,SVN,2001,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0
Slovenia,SVN,2005,0
Slovenia,SVN,2006,0
Slovenia,SVN,2007,0
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0
Slovenia,SVN,2013,4.964
Slovenia,SVN,2014,4.925
Slovenia,SVN,2015,7.329
Slovenia,SVN,2016,7.295
Slovenia,SVN,2017,6.883
Slovenia,SVN,2018,7.201
Slovenia,SVN,2019,7.311
South Africa,ZAF,1965,0
South Africa,ZAF,1966,0
South Africa,ZAF,1967,0
South Africa,ZAF,1968,0
South Africa,ZAF,1969,0
South Africa,ZAF,1970,0
South Africa,ZAF,1971,0
South Africa,ZAF,1972,0
South Africa,ZAF,1973,0
South Africa,ZAF,1974,0
South Africa,ZAF,1975,0
South Africa,ZAF,1976,0
South Africa,ZAF,1977,0
South Africa,ZAF,1978,0
South Africa,ZAF,1979,0
South Africa,ZAF,1980,0
South Africa,ZAF,1981,0
South Africa,ZAF,1982,0
South Africa,ZAF,1983,0
South Africa,ZAF,1984,0
South Africa,ZAF,1985,0
South Africa,ZAF,1986,0
South Africa,ZAF,1987,0
South Africa,ZAF,1988,0
South Africa,ZAF,1989,0
South Africa,ZAF,1990,0
South Africa,ZAF,1991,0
South Africa,ZAF,1992,0
South Africa,ZAF,1993,0
South Africa,ZAF,1994,0
South Africa,ZAF,1995,0
South Africa,ZAF,1996,0
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0
South Africa,ZAF,2003,0.35
South Africa,ZAF,2004,0.687
South Africa,ZAF,2005,0.674
South Africa,ZAF,2006,0.662
South Africa,ZAF,2007,0.649
South Africa,ZAF,2008,1.114
South Africa,ZAF,2009,1.559
South Africa,ZAF,2010,1.731
South Africa,ZAF,2011,1.844
South Africa,ZAF,2012,1.804
South Africa,ZAF,2013,1.764
South Africa,ZAF,2014,49.737
South Africa,ZAF,2015,140.268
South Africa,ZAF,2016,188.314
South Africa,ZAF,2017,257.278
South Africa,ZAF,2018,296.38
South Africa,ZAF,2019,293.391
South Korea,KOR,1965,0
South Korea,KOR,1966,0
South Korea,KOR,1967,0
South Korea,KOR,1968,0
South Korea,KOR,1969,0
South Korea,KOR,1970,0
South Korea,KOR,1971,0
South Korea,KOR,1972,0
South Korea,KOR,1973,0
South Korea,KOR,1974,0
South Korea,KOR,1975,0
South Korea,KOR,1976,0
South Korea,KOR,1977,0
South Korea,KOR,1978,0
South Korea,KOR,1979,0
South Korea,KOR,1980,0
South Korea,KOR,1981,0
South Korea,KOR,1982,0
South Korea,KOR,1983,0
South Korea,KOR,1984,0
South Korea,KOR,1985,0
South Korea,KOR,1986,0
South Korea,KOR,1987,0
South Korea,KOR,1988,0
South Korea,KOR,1989,0
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0.063
South Korea,KOR,1994,0.062
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0.06
South Korea,KOR,1998,0.119
South Korea,KOR,1999,0.345
South Korea,KOR,2000,0.978
South Korea,KOR,2001,0.728
South Korea,KOR,2002,0.85
South Korea,KOR,2003,1.404
South Korea,KOR,2004,2.648
South Korea,KOR,2005,7.174
South Korea,KOR,2006,13.065
South Korea,KOR,2007,22.942
South Korea,KOR,2008,26.054
South Korea,KOR,2009,38.112
South Korea,KOR,2010,45.158
South Korea,KOR,2011,49.128
South Korea,KOR,2012,50.349
South Korea,KOR,2013,63.032
South Korea,KOR,2014,61.49
South Korea,KOR,2015,71.114
South Korea,KOR,2016,87.654
South Korea,KOR,2017,112.765
South Korea,KOR,2018,125.606
South Korea,KOR,2019,133.316
Spain,ESP,1965,0
Spain,ESP,1966,0
Spain,ESP,1967,0
Spain,ESP,1968,0
Spain,ESP,1969,0
Spain,ESP,1970,0
Spain,ESP,1971,0
Spain,ESP,1972,0
Spain,ESP,1973,0
Spain,ESP,1974,0
Spain,ESP,1975,0
Spain,ESP,1976,0
Spain,ESP,1977,0
Spain,ESP,1978,0
Spain,ESP,1979,0
Spain,ESP,1980,0
Spain,ESP,1981,0
Spain,ESP,1982,0
Spain,ESP,1983,0
Spain,ESP,1984,0
Spain,ESP,1985,0
Spain,ESP,1986,0
Spain,ESP,1987,0
Spain,ESP,1988,0
Spain,ESP,1989,0.923
Spain,ESP,1990,0.992
Spain,ESP,1991,1.06
Spain,ESP,1992,7.26
Spain,ESP,1993,8.151
Spain,ESP,1994,12.257
Spain,ESP,1995,18.85
Spain,ESP,1996,25.335
Spain,ESP,1997,51.483
Spain,ESP,1998,93.417
Spain,ESP,1999,188.417
Spain,ESP,2000,321.631
Spain,ESP,2001,451.441
Spain,ESP,2002,611.049
Spain,ESP,2003,772.295
Spain,ESP,2004,981.344
Spain,ESP,2005,1294.005
Spain,ESP,2006,1392.204
Spain,ESP,2007,1611.912
Spain,ESP,2008,1887.806
Spain,ESP,2009,2133.667
Spain,ESP,2010,2426.822
Spain,ESP,2011,2335.478
Spain,ESP,2012,2707.604
Spain,ESP,2013,3042.283
Spain,ESP,2014,2829.717
Spain,ESP,2015,2673.565
Spain,ESP,2016,2637.747
Spain,ESP,2017,2632.915
Spain,ESP,2018,2709.1
Spain,ESP,2019,2976.022
Sri Lanka,LKA,1965,0
Sri Lanka,LKA,1966,0
Sri Lanka,LKA,1967,0
Sri Lanka,LKA,1968,0
Sri Lanka,LKA,1969,0
Sri Lanka,LKA,1970,0
Sri Lanka,LKA,1971,0
Sri Lanka,LKA,1972,0
Sri Lanka,LKA,1973,0
Sri Lanka,LKA,1974,0
Sri Lanka,LKA,1975,0
Sri Lanka,LKA,1976,0
Sri Lanka,LKA,1977,0
Sri Lanka,LKA,1978,0
Sri Lanka,LKA,1979,0
Sri Lanka,LKA,1980,0
Sri Lanka,LKA,1981,0
Sri Lanka,LKA,1982,0
Sri Lanka,LKA,1983,0
Sri Lanka,LKA,1984,0
Sri Lanka,LKA,1985,0
Sri Lanka,LKA,1986,0
Sri Lanka,LKA,1987,0
Sri Lanka,LKA,1988,0
Sri Lanka,LKA,1989,0
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,0
Sri Lanka,LKA,1992,0
Sri Lanka,LKA,1993,0
Sri Lanka,LKA,1994,0
Sri Lanka,LKA,1995,0
Sri Lanka,LKA,1996,0
Sri Lanka,LKA,1997,0
Sri Lanka,LKA,1998,0
Sri Lanka,LKA,1999,0.521
Sri Lanka,LKA,2000,0.503
Sri Lanka,LKA,2001,0.511
Sri Lanka,LKA,2002,0.519
Sri Lanka,LKA,2003,0.483
Sri Lanka,LKA,2004,0.378
Sri Lanka,LKA,2005,0.331
Sri Lanka,LKA,2006,0.313
Sri Lanka,LKA,2007,0.309
Sri Lanka,LKA,2008,0.428
Sri Lanka,LKA,2009,0.456
Sri Lanka,LKA,2010,6.841
Sri Lanka,LKA,2011,11.64
Sri Lanka,LKA,2012,18.416
Sri Lanka,LKA,2013,29.066
Sri Lanka,LKA,2014,33.353
Sri Lanka,LKA,2015,41.527
Sri Lanka,LKA,2016,41.258
Sri Lanka,LKA,2017,43.403
Sri Lanka,LKA,2018,42.944
Sri Lanka,LKA,2019,42.595
Sweden,SWE,1965,0
Sweden,SWE,1966,0
Sweden,SWE,1967,0
Sweden,SWE,1968,0
Sweden,SWE,1969,0
Sweden,SWE,1970,0
Sweden,SWE,1971,0
Sweden,SWE,1972,0
Sweden,SWE,1973,0
Sweden,SWE,1974,0
Sweden,SWE,1975,0
Sweden,SWE,1976,0
Sweden,SWE,1977,0
Sweden,SWE,1978,0
Sweden,SWE,1979,0
Sweden,SWE,1980,0
Sweden,SWE,1981,0
Sweden,SWE,1982,0
Sweden,SWE,1983,1
Sweden,SWE,1984,1.665
Sweden,SWE,1985,1.994
Sweden,SWE,1986,1.988
Sweden,SWE,1987,1.979
Sweden,SWE,1988,1.641
Sweden,SWE,1989,1.631
Sweden,SWE,1990,1.945
Sweden,SWE,1991,4.187
Sweden,SWE,1992,9.913
Sweden,SWE,1993,16.514
Sweden,SWE,1994,23.68
Sweden,SWE,1995,33.009
Sweden,SWE,1996,45.152
Sweden,SWE,1997,63.58
Sweden,SWE,1998,96.444
Sweden,SWE,1999,112.075
Sweden,SWE,2000,142.923
Sweden,SWE,2001,149.494
Sweden,SWE,2002,186.873
Sweden,SWE,2003,206.663
Sweden,SWE,2004,255.918
Sweden,SWE,2005,282.409
Sweden,SWE,2006,290.041
Sweden,SWE,2007,414.541
Sweden,SWE,2008,570.479
Sweden,SWE,2009,700.021
Sweden,SWE,2010,972.416
Sweden,SWE,2011,1663.772
Sweden,SWE,2012,1933.912
Sweden,SWE,2013,2619.87
Sweden,SWE,2014,2949.808
Sweden,SWE,2015,4214.46
Sweden,SWE,2016,3957.555
Sweden,SWE,2017,4444.476
Sweden,SWE,2018,4143.051
Sweden,SWE,2019,4905.77
Switzerland,CHE,1965,0
Switzerland,CHE,1966,0
Switzerland,CHE,1967,0
Switzerland,CHE,1968,0
Switzerland,CHE,1969,0
Switzerland,CHE,1970,0
Switzerland,CHE,1971,0
Switzerland,CHE,1972,0
Switzerland,CHE,1973,0
Switzerland,CHE,1974,0
Switzerland,CHE,1975,0
Switzerland,CHE,1976,0
Switzerland,CHE,1977,0
Switzerland,CHE,1978,0
Switzerland,CHE,1979,0
Switzerland,CHE,1980,0
Switzerland,CHE,1981,0
Switzerland,CHE,1982,0
Switzerland,CHE,1983,0
Switzerland,CHE,1984,0
Switzerland,CHE,1985,0
Switzerland,CHE,1986,0
Switzerland,CHE,1987,0
Switzerland,CHE,1988,0
Switzerland,CHE,1989,0
Switzerland,CHE,1990,0
Switzerland,CHE,1991,0
Switzerland,CHE,1992,0
Switzerland,CHE,1993,0
Switzerland,CHE,1994,0
Switzerland,CHE,1995,0
Switzerland,CHE,1996,0.395
Switzerland,CHE,1997,0.786
Switzerland,CHE,1998,1.175
Switzerland,CHE,1999,1.171
Switzerland,CHE,2000,1.166
Switzerland,CHE,2001,1.538
Switzerland,CHE,2002,1.899
Switzerland,CHE,2003,1.874
Switzerland,CHE,2004,2.218
Switzerland,CHE,2005,2.913
Switzerland,CHE,2006,5.376
Switzerland,CHE,2007,5.639
Switzerland,CHE,2008,6.579
Switzerland,CHE,2009,7.822
Switzerland,CHE,2010,12.354
Switzerland,CHE,2011,22.942
Switzerland,CHE,2012,28.305
Switzerland,CHE,2013,28.416
Switzerland,CHE,2014,31.323
Switzerland,CHE,2015,33.539
Switzerland,CHE,2016,32.71
Switzerland,CHE,2017,39.321
Switzerland,CHE,2018,35.564
Switzerland,CHE,2019,35.165
Taiwan,TWN,1965,0
Taiwan,TWN,1966,0
Taiwan,TWN,1967,0
Taiwan,TWN,1968,0
Taiwan,TWN,1969,0
Taiwan,TWN,1970,0
Taiwan,TWN,1971,0
Taiwan,TWN,1972,0
Taiwan,TWN,1973,0
Taiwan,TWN,1974,0
Taiwan,TWN,1975,0
Taiwan,TWN,1976,0
Taiwan,TWN,1977,0
Taiwan,TWN,1978,0
Taiwan,TWN,1979,0
Taiwan,TWN,1980,0
Taiwan,TWN,1981,0
Taiwan,TWN,1982,0
Taiwan,TWN,1983,0
Taiwan,TWN,1984,0
Taiwan,TWN,1985,0
Taiwan,TWN,1986,0
Taiwan,TWN,1987,0
Taiwan,TWN,1988,0
Taiwan,TWN,1989,0
Taiwan,TWN,1990,0
Taiwan,TWN,1991,0
Taiwan,TWN,1992,0
Taiwan,TWN,1993,0
Taiwan,TWN,1994,0
Taiwan,TWN,1995,0
Taiwan,TWN,1996,0
Taiwan,TWN,1997,0
Taiwan,TWN,1998,0
Taiwan,TWN,1999,0
Taiwan,TWN,2000,0.175
Taiwan,TWN,2001,1.526
Taiwan,TWN,2002,1.956
Taiwan,TWN,2003,2.887
Taiwan,TWN,2004,3.029
Taiwan,TWN,2005,10.816
Taiwan,TWN,2006,32.332
Taiwan,TWN,2007,50.923
Taiwan,TWN,2008,67.461
Taiwan,TWN,2009,89.319
Taiwan,TWN,2010,115.406
Taiwan,TWN,2011,166.239
Taiwan,TWN,2012,155.941
Taiwan,TWN,2013,179.268
Taiwan,TWN,2014,162.549
Taiwan,TWN,2015,163.794
Taiwan,TWN,2016,155.149
Taiwan,TWN,2017,181.886
Taiwan,TWN,2018,176.607
Taiwan,TWN,2019,194.91
Thailand,THA,1965,0
Thailand,THA,1966,0
Thailand,THA,1967,0
Thailand,THA,1968,0
Thailand,THA,1969,0
Thailand,THA,1970,0
Thailand,THA,1971,0
Thailand,THA,1972,0
Thailand,THA,1973,0
Thailand,THA,1974,0
Thailand,THA,1975,0
Thailand,THA,1976,0
Thailand,THA,1977,0
Thailand,THA,1978,0
Thailand,THA,1979,0
Thailand,THA,1980,0
Thailand,THA,1981,0
Thailand,THA,1982,0
Thailand,THA,1983,0
Thailand,THA,1984,0
Thailand,THA,1985,0
Thailand,THA,1986,0
Thailand,THA,1987,0
Thailand,THA,1988,0
Thailand,THA,1989,0
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.005
Thailand,THA,2007,0.016
Thailand,THA,2008,0.019
Thailand,THA,2009,0.039
Thailand,THA,2010,0.152
Thailand,THA,2011,0.192
Thailand,THA,2012,0.652
Thailand,THA,2013,13.199
Thailand,THA,2014,14.725
Thailand,THA,2015,12.075
Thailand,THA,2016,12.579
Thailand,THA,2017,40.059
Thailand,THA,2018,69.736
Thailand,THA,2019,94.662
Trinidad and Tobago,TTO,1965,0
Trinidad and Tobago,TTO,1966,0
Trinidad and Tobago,TTO,1967,0
Trinidad and Tobago,TTO,1968,0
Trinidad and Tobago,TTO,1969,0
Trinidad and Tobago,TTO,1970,0
Trinidad and Tobago,TTO,1971,0
Trinidad and Tobago,TTO,1972,0
Trinidad and Tobago,TTO,1973,0
Trinidad and Tobago,TTO,1974,0
Trinidad and Tobago,TTO,1975,0
Trinidad and Tobago,TTO,1976,0
Trinidad and Tobago,TTO,1977,0
Trinidad and Tobago,TTO,1978,0
Trinidad and Tobago,TTO,1979,0
Trinidad and Tobago,TTO,1980,0
Trinidad and Tobago,TTO,1981,0
Trinidad and Tobago,TTO,1982,0
Trinidad and Tobago,TTO,1983,0
Trinidad and Tobago,TTO,1984,0
Trinidad and Tobago,TTO,1985,0
Trinidad and Tobago,TTO,1986,0
Trinidad and Tobago,TTO,1987,0
Trinidad and Tobago,TTO,1988,0
Trinidad and Tobago,TTO,1989,0
Trinidad and Tobago,TTO,1990,0
Trinidad and Tobago,TTO,1991,0
Trinidad and Tobago,TTO,1992,0
Trinidad and Tobago,TTO,1993,0
Trinidad and Tobago,TTO,1994,0
Trinidad and Tobago,TTO,1995,0
Trinidad and Tobago,TTO,1996,0
Trinidad and Tobago,TTO,1997,0
Trinidad and Tobago,TTO,1998,0
Trinidad and Tobago,TTO,1999,0
Trinidad and Tobago,TTO,2000,0
Trinidad and Tobago,TTO,2001,0
Trinidad and Tobago,TTO,2002,0
Trinidad and Tobago,TTO,2003,0
Trinidad and Tobago,TTO,2004,0
Trinidad and Tobago,TTO,2005,0
Trinidad and Tobago,TTO,2006,0
Trinidad and Tobago,TTO,2007,0
Trinidad and Tobago,TTO,2008,0
Trinidad and Tobago,TTO,2009,0
Trinidad and Tobago,TTO,2010,0
Trinidad and Tobago,TTO,2011,0
Trinidad and Tobago,TTO,2012,0
Trinidad and Tobago,TTO,2013,0
